C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_46_518.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_46_518.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_46_518.jpg, 0, 0, 0, 7.806085E-05
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_46_620.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_46_620.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_46_620.jpg, 0, 0, 0, 7.890798E-05
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_46_724.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_46_724.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_46_724.jpg, 0, 0, 0, 8.080076E-05
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_46_832.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_46_832.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_46_832.jpg, 0, 0, 0, 7.835597E-05
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_46_938.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_46_938.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_46_938.jpg, 0, 0, 0, 7.772365E-05
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_47_039.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_47_039.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_47_039.jpg, 0, 0, 0, 7.812929E-05
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_47_140.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_47_140.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_47_140.jpg, 0, 0, 0, 7.802463E-05
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_47_243.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_47_243.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_47_243.jpg, 0, 0, 0, 7.987103E-05
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_47_350.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_47_350.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_47_350.jpg, 0, 0, 0, 7.845752E-05
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_47_454.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_47_454.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_47_454.jpg, 0, 0, 0, 7.961466E-05
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_47_556.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_47_556.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_47_556.jpg, 0, 0.3055578, 0, 0.2003586
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_47_657.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_47_657.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_47_657.jpg, 0, 0.6060405, 0, 0.7389347
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_47_777.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_47_777.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_47_777.jpg, 0, 0.9492961, 0, 1.68637
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_47_879.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_47_879.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_47_879.jpg, 0, 1, 0, 3.041721
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_47_980.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_47_980.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_47_980.jpg, 0, 1, 0, 4.216959
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_48_082.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_48_082.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_48_082.jpg, 0, 1, 0, 5.380526
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_48_183.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_48_183.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_48_183.jpg, 0, 1, 0, 6.532907
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_48_290.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_48_290.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_48_290.jpg, 0, 1, 0, 7.674106
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_48_392.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_48_392.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_48_392.jpg, 0, 1, 0, 8.804222
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_48_494.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_48_494.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_48_494.jpg, 0, 1, 0, 10.14581
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_48_597.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_48_597.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_48_597.jpg, -0.3128835, 1, 0, 11.22076
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_48_698.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_48_698.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_48_698.jpg, -0.3639557, 1, 0, 12.39596
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_48_803.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_48_803.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_48_803.jpg, -0.07243795, 1, 0, 13.32409
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_48_910.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_48_910.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_48_910.jpg, -0.1348998, 1, 0, 14.44445
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_49_011.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_49_011.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_49_011.jpg, -0.4332954, 1, 0, 15.37001
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_49_118.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_49_118.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_49_118.jpg, -0.06910626, 1, 0, 16.62158
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_49_221.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_49_221.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_49_221.jpg, 0, 1, 0, 17.71194
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_49_330.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_49_330.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_49_330.jpg, -0.2814705, 1, 0, 18.69979
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_49_433.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_49_433.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_49_433.jpg, -0.01801345, 1, 0, 19.91454
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_49_535.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_49_535.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_49_535.jpg, -0.0448875, 1, 0, 20.93294
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_49_635.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_49_635.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_49_635.jpg, -0.3450822, 1, 0, 21.87076
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_49_739.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_49_739.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_49_739.jpg, -0.1900497, 1, 0, 22.85843
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_49_843.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_49_843.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_49_843.jpg, -0.5037021, 1, 0, 23.74351
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_49_948.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_49_948.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_49_948.jpg, -0.5581005, 1, 0, 24.63052
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_50_051.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_50_051.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_50_051.jpg, -0.770753, 1, 0, 25.33103
C:\Users\manu\Desktop\Track\IMG\center_2022_04_18_12_05_50_157.jpg, C:\Users\manu\Desktop\Track\IMG\left_2022_04_18_12_05_50_157.jpg, C:\Users\manu\Desktop\Track\IMG\right_2022_04_18_12_05_50_157.jpg, -0.410714, 1, 0, 26.46118
